customer_id,recency_invoice,frequency,total_spending,R_score,F_score,S_score,RFS_code,RFS_total,RFS_segment
29347,12224406.0,5.0,45871.0,5,4,5,545,14,Champions
29348,9498504.0,6.0,40695.0,3,5,5,355,13,Champions
29349,4217025.0,2.0,12921.0,1,3,1,131,5,Hibernating
29350,12019563.0,3.0,10469.0,5,3,1,531,9,Promising
29351,6598241.0,1.0,13849.0,2,1,2,212,5,Hibernating
29352,6918862.0,1.0,21199.0,2,1,3,213,6,Hibernating
29353,6308533.0,4.0,11675.0,2,4,1,241,7,Need Attention
29354,4622888.0,2.0,18053.0,1,3,3,133,7,Need Attention
29355,,,12836.0,,,1,---,1,No Basket History
29356,10824606.0,5.0,25537.0,4,4,4,444,12,High Spenders
29359,830550.0,1.0,20466.0,1,1,3,113,5,Hibernating
29360,8988301.0,1.0,33039.0,3,1,5,315,9,At Risk
29362,11583879.0,4.0,27093.0,5,4,4,544,13,Champions
29363,9124260.0,3.0,16103.0,3,3,2,332,8,Need Attention
29364,10466364.0,4.0,16971.0,4,4,2,442,10,Loyal Visitors
29365,10129954.0,3.0,6968.0,3,3,1,331,7,Need Attention
29366,10831387.0,4.0,15755.0,4,4,2,442,10,Loyal Visitors
29367,10858534.0,3.0,10393.0,4,3,1,431,8,Promising
29368,9131099.0,2.0,22155.0,3,3,3,333,9,Need Attention
29369,9851107.0,3.0,43573.0,3,3,5,335,11,High Spenders
29370,11866647.0,1.0,35999.0,5,1,5,515,11,High Spenders
29371,12210340.0,7.0,16557.0,5,5,2,552,12,Loyal Visitors
29372,11688714.0,2.0,9665.0,5,3,1,531,9,Promising
29373,6245877.0,3.0,58245.0,2,3,5,235,10,High Spenders
29374,12160023.0,7.0,12270.0,5,5,1,551,11,Loyal Visitors
29375,12118014.0,5.0,18290.0,5,4,3,543,12,Loyal Visitors
29376,5381368.0,1.0,50573.0,1,1,5,115,7,At Risk
29377,,,59489.0,,,5,---,5,No Basket History
29378,10329566.0,1.0,21556.0,3,1,3,313,7,At Risk
29379,11138517.0,1.0,37141.0,4,1,5,415,10,High Spenders
29380,11425072.0,4.0,7739.0,4,4,1,441,9,Promising
29381,,,38292.0,,,5,---,5,No Basket History
29382,7364965.0,2.0,15294.0,2,3,2,232,7,Need Attention
29383,8588251.0,2.0,54871.0,2,3,5,235,10,High Spenders
29384,11150431.0,6.0,19791.0,4,5,3,453,12,Loyal Visitors
29385,10293278.0,1.0,77929.0,3,1,5,315,9,At Risk
29386,11832787.0,5.0,15025.0,5,4,2,542,11,Loyal Visitors
29387,3385940.0,1.0,13072.0,1,1,1,111,3,Hibernating
29388,11018341.0,6.0,27729.0,4,5,4,454,13,Champions
29389,4150377.0,2.0,17401.0,1,3,2,132,6,Hibernating
29390,10888005.0,8.0,34837.0,4,5,5,455,14,Champions
29391,,,20884.0,,,3,---,3,No Basket History
29393,,,25200.0,,,4,---,4,No Basket History
29394,,,18167.0,,,3,---,3,No Basket History
29395,10021119.0,4.0,24592.0,3,4,4,344,11,High Spenders
29396,9535164.0,2.0,49788.0,3,3,5,335,11,High Spenders
29397,10630863.0,16.0,18755.0,4,5,3,453,12,Loyal Visitors
29398,4411829.0,1.0,10506.0,1,1,1,111,3,Hibernating
29399,10401833.0,5.0,54464.0,4,4,5,445,13,Champions
29400,9077648.0,1.0,5574.0,3,1,1,311,5,Hibernating
29401,11174371.0,4.0,37927.0,4,4,5,445,13,Champions
29402,11660614.0,4.0,7661.0,5,4,1,541,10,Loyal Visitors
29403,2089633.0,1.0,39393.0,1,1,5,115,7,At Risk
29404,,,39124.0,,,5,---,5,No Basket History
29405,11101239.0,4.0,21006.0,4,4,3,443,11,Loyal Visitors
29406,6303165.0,2.0,12113.0,2,3,1,231,6,Hibernating
29407,4694523.0,1.0,28009.0,1,1,4,114,6,Hibernating
29409,12141824.0,7.0,17502.0,5,5,2,552,12,Loyal Visitors
29410,10271478.0,11.0,13633.0,3,5,2,352,10,Loyal Visitors
29411,11563121.0,4.0,13855.0,5,4,2,542,11,Loyal Visitors
29412,305810.0,1.0,16119.0,1,1,2,112,4,Hibernating
29413,2797784.0,1.0,14926.0,1,1,2,112,4,Hibernating
29415,10925121.0,4.0,21444.0,4,4,3,443,11,Loyal Visitors
29416,12229932.0,4.0,11838.0,5,4,1,541,10,Loyal Visitors
29418,7960424.0,1.0,11282.0,2,1,1,211,4,Hibernating
29419,10668165.0,6.0,8695.0,4,5,1,451,10,Loyal Visitors
29420,5025424.0,1.0,19542.0,1,1,3,113,5,Hibernating
29421,12195677.0,1.0,19731.0,5,1,3,513,9,Promising
29422,,,12455.0,,,1,---,1,No Basket History
29423,7153216.0,1.0,27933.0,2,1,4,214,7,At Risk
29425,8194731.0,2.0,37678.0,2,3,5,235,10,High Spenders
29427,1363026.0,1.0,25525.0,1,1,4,114,6,Hibernating
29428,9006293.0,4.0,14341.0,3,4,2,342,9,Need Attention
29429,1225057.0,1.0,13609.0,1,1,2,112,4,Hibernating
29430,12003523.0,8.0,13940.0,5,5,2,552,12,Loyal Visitors
29431,,,27626.0,,,4,---,4,No Basket History
29432,10726938.0,7.0,15268.0,4,5,2,452,11,Loyal Visitors
29434,11983083.0,3.0,24048.0,5,3,4,534,12,High Spenders
29435,9167540.0,2.0,44213.0,3,3,5,335,11,High Spenders
29436,,,29322.0,,,4,---,4,No Basket History
29437,8508968.0,4.0,16995.0,2,4,2,242,8,Need Attention
29438,11824158.0,17.0,18413.0,5,5,3,553,13,Champions
29441,,,29837.0,,,4,---,4,No Basket History
29442,842435.0,1.0,25469.0,1,1,4,114,6,Hibernating
29443,9291695.0,6.0,27584.0,3,5,4,354,12,High Spenders
29444,10603862.0,2.0,6059.0,4,3,1,431,8,Promising
29445,11845569.0,2.0,12737.0,5,3,1,531,9,Promising
29446,9117909.0,9.0,11348.0,3,5,1,351,9,Need Attention
29448,8750767.0,1.0,17096.0,2,1,2,212,5,Hibernating
29449,6047020.0,2.0,30119.0,1,3,4,134,8,Need Attention
29450,,,14633.0,,,2,---,2,No Basket History
29451,8332679.0,5.0,11186.0,2,4,1,241,7,Need Attention
29452,7535262.0,3.0,79284.0,2,3,5,235,10,High Spenders
29453,6333862.0,3.0,34566.0,2,3,5,235,10,High Spenders
29454,,,19898.0,,,3,---,3,No Basket History
29455,7894796.0,1.0,10050.0,2,1,1,211,4,Hibernating
29456,2969515.0,3.0,31554.0,1,3,4,134,8,Need Attention
29457,11361899.0,8.0,7638.0,4,5,1,451,10,Loyal Visitors
29459,4925201.0,2.0,15433.0,1,3,2,132,6,Hibernating
29461,,,6731.0,,,1,---,1,No Basket History
29462,8260458.0,3.0,16644.0,2,3,2,232,7,Need Attention
29463,11270369.0,2.0,17392.0,4,3,2,432,9,Promising
29464,,,12115.0,,,1,---,1,No Basket History
29465,3121452.0,1.0,32869.0,1,1,5,115,7,At Risk
29466,11683593.0,5.0,11811.0,5,4,1,541,10,Loyal Visitors
29467,10167474.0,1.0,8927.0,3,1,1,311,5,Hibernating
29468,,,32249.0,,,5,---,5,No Basket History
29469,4061464.0,1.0,30029.0,1,1,4,114,6,Hibernating
29471,4451181.0,1.0,12387.0,1,1,1,111,3,Hibernating
29472,7466155.0,6.0,42283.0,2,5,5,255,12,High Spenders
29473,12144989.0,8.0,40214.0,5,5,5,555,15,Champions
29474,348307.0,1.0,40370.0,1,1,5,115,7,At Risk
29476,11931826.0,1.0,40426.0,5,1,5,515,11,High Spenders
29477,8397543.0,4.0,18337.0,2,4,3,243,9,Need Attention
29478,,,12531.0,,,1,---,1,No Basket History
29479,10123583.0,2.0,5332.0,3,3,1,331,7,Need Attention
29480,8810961.0,4.0,49545.0,3,4,5,345,12,High Spenders
29481,11284874.0,2.0,23121.0,4,3,4,434,11,High Spenders
29482,5106125.0,1.0,10571.0,1,1,1,111,3,Hibernating
29483,2038045.0,1.0,38019.0,1,1,5,115,7,At Risk
29485,,,58525.0,,,5,---,5,No Basket History
29486,1602984.0,3.0,20636.0,1,3,3,133,7,Need Attention
29487,10281549.0,2.0,46167.0,3,3,5,335,11,High Spenders
29488,11962614.0,6.0,15469.0,5,5,2,552,12,Loyal Visitors
29489,,,16545.0,,,2,---,2,No Basket History
29491,8650943.0,4.0,28466.0,2,4,4,244,10,High Spenders
29492,10650831.0,3.0,12309.0,4,3,1,431,8,Promising
29493,,,16389.0,,,2,---,2,No Basket History
29494,,,22698.0,,,3,---,3,No Basket History
29495,9122285.0,6.0,22738.0,3,5,3,353,11,Loyal Visitors
29496,,,12322.0,,,1,---,1,No Basket History
29497,6019121.0,1.0,14452.0,1,1,2,112,4,Hibernating
29498,11211349.0,2.0,23120.0,4,3,4,434,11,High Spenders
29502,11644402.0,15.0,14558.0,5,5,2,552,12,Loyal Visitors
29503,3962748.0,1.0,23147.0,1,1,4,114,6,Hibernating
29504,11309718.0,4.0,8835.0,4,4,1,441,9,Promising
29505,10831894.0,7.0,54306.0,4,5,5,455,14,Champions
29506,4325081.0,3.0,68279.0,1,3,5,135,9,Need Attention
29507,10237074.0,2.0,29065.0,3,3,4,334,10,High Spenders
29508,8831815.0,5.0,12615.0,3,4,1,341,8,Need Attention
29510,12006503.0,5.0,23715.0,5,4,4,544,13,Champions
29511,11838828.0,4.0,10230.0,5,4,1,541,10,Loyal Visitors
29512,,,23258.0,,,4,---,4,No Basket History
29513,7929996.0,3.0,31841.0,2,3,4,234,9,Need Attention
29514,9771375.0,5.0,16770.0,3,4,2,342,9,Need Attention
29515,,,19746.0,,,3,---,3,No Basket History
29516,8617937.0,3.0,20459.0,2,3,3,233,8,Need Attention
29517,8730867.0,4.0,49694.0,2,4,5,245,11,High Spenders
29520,,,22526.0,,,3,---,3,No Basket History
29521,12055701.0,7.0,22402.0,5,5,3,553,13,Champions
29522,9948634.0,7.0,28868.0,3,5,4,354,12,High Spenders
29523,4345698.0,2.0,27601.0,1,3,4,134,8,Need Attention
29524,12219626.0,1.0,20531.0,5,1,3,513,9,Promising
29525,8676631.0,4.0,61889.0,2,4,5,245,11,High Spenders
29526,12130020.0,21.0,12645.0,5,5,1,551,11,Loyal Visitors
29527,5314628.0,1.0,16568.0,1,1,2,112,4,Hibernating
29529,10636290.0,7.0,20464.0,4,5,3,453,12,Loyal Visitors
29532,11369823.0,3.0,29764.0,4,3,4,434,11,High Spenders
29533,11681670.0,3.0,12414.0,5,3,1,531,9,Promising
29534,11527210.0,4.0,11319.0,5,4,1,541,10,Loyal Visitors
29535,,,14809.0,,,2,---,2,No Basket History
29536,,,11127.0,,,1,---,1,No Basket History
29539,,,12860.0,,,1,---,1,No Basket History
29540,5078818.0,5.0,14411.0,1,4,2,142,7,Need Attention
29541,10744929.0,5.0,55197.0,4,4,5,445,13,Champions
29542,11041241.0,4.0,20819.0,4,4,3,443,11,Loyal Visitors
29543,11875269.0,4.0,10904.0,5,4,1,541,10,Loyal Visitors
29544,8733319.0,4.0,8497.0,2,4,1,241,7,Need Attention
29545,11337273.0,4.0,29337.0,4,4,4,444,12,High Spenders
29546,12200279.0,8.0,10506.0,5,5,1,551,11,Loyal Visitors
29547,9903353.0,4.0,42606.0,3,4,5,345,12,High Spenders
29548,8170199.0,1.0,14306.0,2,1,2,212,5,Hibernating
29550,,,30151.0,,,4,---,4,No Basket History
29551,10097209.0,4.0,20542.0,3,4,3,343,10,Loyal Visitors
29552,11298147.0,5.0,18234.0,4,4,3,443,11,Loyal Visitors
29553,10663434.0,2.0,18278.0,4,3,3,433,10,Loyal Visitors
29554,,,22705.0,,,3,---,3,No Basket History
29555,11856015.0,6.0,13656.0,5,5,2,552,12,Loyal Visitors
29557,,,19320.0,,,3,---,3,No Basket History
29560,11716929.0,2.0,10935.0,5,3,1,531,9,Promising
29561,7920487.0,4.0,25617.0,2,4,4,244,10,High Spenders
29562,8338380.0,2.0,25147.0,2,3,4,234,9,Need Attention
29564,11738834.0,7.0,28942.0,5,5,4,554,14,Champions
29565,10905503.0,1.0,6354.0,4,1,1,411,6,Hibernating
29566,,,26949.0,,,4,---,4,No Basket History
29567,1233844.0,1.0,18952.0,1,1,3,113,5,Hibernating
29568,9986163.0,3.0,27317.0,3,3,4,334,10,High Spenders
29570,5387143.0,3.0,14442.0,1,3,2,132,6,Hibernating
29571,12135371.0,7.0,15140.0,5,5,2,552,12,Loyal Visitors
29572,4629849.0,1.0,14959.0,1,1,2,112,4,Hibernating
29573,11928432.0,2.0,42201.0,5,3,5,535,13,Champions
29574,10588287.0,2.0,24555.0,4,3,4,434,11,High Spenders
29576,,,13700.0,,,2,---,2,No Basket History
29577,378761.0,1.0,42320.0,1,1,5,115,7,At Risk
29578,10631291.0,6.0,14874.0,4,5,2,452,11,Loyal Visitors
29579,12203840.0,8.0,21036.0,5,5,3,553,13,Champions
29580,12083087.0,10.0,30386.0,5,5,4,554,14,Champions
29582,9437241.0,3.0,7015.0,3,3,1,331,7,Need Attention
29584,7084852.0,1.0,30380.0,2,1,4,214,7,At Risk
29585,10368050.0,3.0,14541.0,3,3,2,332,8,Need Attention
29586,6636409.0,2.0,22447.0,2,3,3,233,8,Need Attention
29587,12216257.0,3.0,27257.0,5,3,4,534,12,High Spenders
29588,10724431.0,1.0,31294.0,4,1,4,414,9,Promising
29589,7719230.0,2.0,14259.0,2,3,2,232,7,Need Attention
29590,9821176.0,2.0,16725.0,3,3,2,332,8,Need Attention
29591,,,49100.0,,,5,---,5,No Basket History
29592,,,17949.0,,,3,---,3,No Basket History
29593,9870709.0,2.0,22622.0,3,3,3,333,9,Need Attention
29594,10186670.0,4.0,22882.0,3,4,3,343,10,Loyal Visitors
29595,8121427.0,4.0,20401.0,2,4,3,243,9,Need Attention
29596,5438088.0,2.0,21092.0,1,3,3,133,7,Need Attention
29597,11391727.0,4.0,28073.0,4,4,4,444,12,High Spenders
29598,10377187.0,1.0,28424.0,3,1,4,314,8,At Risk
29599,6981499.0,2.0,42302.0,2,3,5,235,10,High Spenders
29601,,,46680.0,,,5,---,5,No Basket History
29602,1664295.0,1.0,7023.0,1,1,1,111,3,Hibernating
29603,,,14865.0,,,2,---,2,No Basket History
29605,7575769.0,3.0,54287.0,2,3,5,235,10,High Spenders
29606,1488580.0,1.0,18328.0,1,1,3,113,5,Hibernating
29607,3798785.0,1.0,16512.0,1,1,2,112,4,Hibernating
29608,10566367.0,7.0,14013.0,4,5,2,452,11,Loyal Visitors
29609,10196198.0,9.0,20325.0,3,5,3,353,11,Loyal Visitors
29610,,,14704.0,,,2,---,2,No Basket History
29611,10724055.0,6.0,18545.0,4,5,3,453,12,Loyal Visitors
29612,8898443.0,4.0,11656.0,3,4,1,341,8,Need Attention
29613,5754237.0,2.0,15312.0,1,3,2,132,6,Hibernating
29614,5021298.0,1.0,10947.0,1,1,1,111,3,Hibernating
29615,11675399.0,5.0,40853.0,5,4,5,545,14,Champions
29617,4262897.0,3.0,19703.0,1,3,3,133,7,Need Attention
29618,5726252.0,3.0,15941.0,1,3,2,132,6,Hibernating
29619,11510755.0,1.0,17868.0,5,1,3,513,9,Promising
29620,11224081.0,4.0,24228.0,4,4,4,444,12,High Spenders
29621,,,3778.0,,,1,---,1,No Basket History
29622,8848449.0,1.0,14047.0,3,1,2,312,6,Hibernating
29623,5367490.0,1.0,28747.0,1,1,4,114,6,Hibernating
29624,8016437.0,2.0,32555.0,2,3,5,235,10,High Spenders
29626,1596097.0,1.0,24999.0,1,1,4,114,6,Hibernating
29627,12054710.0,3.0,8023.0,5,3,1,531,9,Promising
29629,8144770.0,3.0,9035.0,2,3,1,231,6,Hibernating
29630,,,25506.0,,,4,---,4,No Basket History
29631,9388464.0,4.0,60556.0,3,4,5,345,12,High Spenders
29632,11503642.0,4.0,35568.0,5,4,5,545,14,Champions
29633,7482998.0,2.0,42010.0,2,3,5,235,10,High Spenders
29635,11755619.0,4.0,21744.0,5,4,3,543,12,Loyal Visitors
29637,11919105.0,8.0,21104.0,5,5,3,553,13,Champions
29639,,,24500.0,,,4,---,4,No Basket History
29640,7190851.0,3.0,8478.0,2,3,1,231,6,Hibernating
29641,,,34106.0,,,5,---,5,No Basket History
29642,5931865.0,6.0,27329.0,1,5,4,154,10,High Spenders
29643,,,19391.0,,,3,---,3,No Basket History
29644,7737133.0,3.0,15460.0,2,3,2,232,7,Need Attention
29646,7102520.0,4.0,15343.0,2,4,2,242,8,Need Attention
29648,11329353.0,9.0,19686.0,4,5,3,453,12,Loyal Visitors
29649,446498.0,1.0,27359.0,1,1,4,114,6,Hibernating
29652,,,24587.0,,,4,---,4,No Basket History
29653,9495607.0,1.0,20483.0,3,1,3,313,7,At Risk
29655,2682049.0,2.0,42809.0,1,3,5,135,9,Need Attention
29656,11641137.0,7.0,28236.0,5,5,4,554,14,Champions
29657,,,9499.0,,,1,---,1,No Basket History
29658,,,18805.0,,,3,---,3,No Basket History
29660,9122586.0,2.0,12261.0,3,3,1,331,7,Need Attention
29661,5831617.0,1.0,49041.0,1,1,5,115,7,At Risk
29662,7998312.0,1.0,15452.0,2,1,2,212,5,Hibernating
29663,8895222.0,3.0,75511.0,3,3,5,335,11,High Spenders
29664,7904107.0,1.0,35141.0,2,1,5,215,8,At Risk
29665,,,12634.0,,,1,---,1,No Basket History
29666,9051343.0,3.0,18111.0,3,3,3,333,9,Need Attention
29667,10528124.0,4.0,33716.0,4,4,5,445,13,Champions
29668,11855844.0,2.0,66232.0,5,3,5,535,13,Champions
29672,8036641.0,4.0,16261.0,2,4,2,242,8,Need Attention
29673,11911794.0,2.0,26578.0,5,3,4,534,12,High Spenders
29674,7864651.0,2.0,17908.0,2,3,3,233,8,Need Attention
29675,2279182.0,1.0,31477.0,1,1,4,114,6,Hibernating
29676,4884408.0,1.0,13736.0,1,1,2,112,4,Hibernating
29677,4624674.0,7.0,23552.0,1,5,4,154,10,High Spenders
29678,10955055.0,3.0,23319.0,4,3,4,434,11,High Spenders
29680,11804380.0,5.0,42165.0,5,4,5,545,14,Champions
29681,3963996.0,3.0,6903.0,1,3,1,131,5,Hibernating
29683,10357810.0,4.0,24523.0,3,4,4,344,11,High Spenders
29684,10735691.0,2.0,21082.0,4,3,3,433,10,Loyal Visitors
29686,11106956.0,7.0,18496.0,4,5,3,453,12,Loyal Visitors
29687,9573429.0,3.0,12579.0,3,3,1,331,7,Need Attention
29688,12133901.0,3.0,37957.0,5,3,5,535,13,Champions
29689,8300729.0,3.0,17492.0,2,3,2,232,7,Need Attention
29690,,,15957.0,,,2,---,2,No Basket History
29691,9100246.0,10.0,10459.0,3,5,1,351,9,Need Attention
29693,12072813.0,4.0,11742.0,5,4,1,541,10,Loyal Visitors
29694,5658541.0,1.0,20692.0,1,1,3,113,5,Hibernating
29695,5765309.0,1.0,28925.0,1,1,4,114,6,Hibernating
29696,5015691.0,3.0,13409.0,1,3,2,132,6,Hibernating
29698,6672751.0,2.0,21139.0,2,3,3,233,8,Need Attention
29699,8116567.0,2.0,19235.0,2,3,3,233,8,Need Attention
29700,9868956.0,2.0,10983.0,3,3,1,331,7,Need Attention
29701,1698576.0,1.0,21481.0,1,1,3,113,5,Hibernating
29702,,,42338.0,,,5,---,5,No Basket History
29703,11559701.0,3.0,10729.0,5,3,1,531,9,Promising
29704,11685461.0,4.0,32945.0,5,4,5,545,14,Champions
29706,12113512.0,1.0,39220.0,5,1,5,515,11,High Spenders
29707,8256265.0,4.0,17074.0,2,4,2,242,8,Need Attention
29709,9385126.0,3.0,36538.0,3,3,5,335,11,High Spenders
29710,8815260.0,2.0,14815.0,3,3,2,332,8,Need Attention
29711,10805669.0,3.0,34081.0,4,3,5,435,12,High Spenders
29712,2066555.0,1.0,33989.0,1,1,5,115,7,At Risk
29713,11389099.0,4.0,25148.0,4,4,4,444,12,High Spenders
29715,7605169.0,1.0,24362.0,2,1,4,214,7,At Risk
29716,11847838.0,1.0,78534.0,5,1,5,515,11,High Spenders
29717,11956367.0,2.0,10168.0,5,3,1,531,9,Promising
29719,,,45338.0,,,5,---,5,No Basket History
29720,10221463.0,1.0,10480.0,3,1,1,311,5,Hibernating
29723,11120742.0,7.0,17520.0,4,5,2,452,11,Loyal Visitors
29724,8399415.0,3.0,29606.0,2,3,4,234,9,Need Attention
29725,8521160.0,1.0,17276.0,2,1,2,212,5,Hibernating
29726,5886458.0,2.0,12965.0,1,3,1,131,5,Hibernating
29728,5971308.0,5.0,8388.0,1,4,1,141,6,Hibernating
29729,9890816.0,2.0,16225.0,3,3,2,332,8,Need Attention
29730,11484764.0,8.0,19832.0,5,5,3,553,13,Champions
29731,10106960.0,7.0,20547.0,3,5,3,353,11,Loyal Visitors
29732,7852398.0,1.0,17656.0,2,1,3,213,6,Hibernating
29733,11252868.0,8.0,29524.0,4,5,4,454,13,Champions
29734,2225435.0,1.0,47901.0,1,1,5,115,7,At Risk
29735,11757296.0,1.0,27501.0,5,1,4,514,10,High Spenders
29737,10444818.0,1.0,23272.0,4,1,4,414,9,Promising
29738,,,39260.0,,,5,---,5,No Basket History
29740,12194244.0,5.0,25261.0,5,4,4,544,13,Champions
29741,10250934.0,9.0,9935.0,3,5,1,351,9,Need Attention
29742,11554451.0,8.0,15121.0,5,5,2,552,12,Loyal Visitors
29744,12182304.0,15.0,31770.0,5,5,4,554,14,Champions
29746,11646067.0,6.0,17739.0,5,5,3,553,13,Champions
29747,8058851.0,12.0,21981.0,2,5,3,253,10,Loyal Visitors
29748,12104947.0,5.0,12772.0,5,4,1,541,10,Loyal Visitors
29749,11743179.0,1.0,21028.0,5,1,3,513,9,Promising
29751,1241570.0,1.0,22343.0,1,1,3,113,5,Hibernating
29752,10566929.0,5.0,24525.0,4,4,4,444,12,High Spenders
29753,11900789.0,4.0,6432.0,5,4,1,541,10,Loyal Visitors
29754,10507119.0,8.0,12523.0,4,5,1,451,10,Loyal Visitors
29755,6435500.0,1.0,22270.0,2,1,3,213,6,Hibernating
29756,7654293.0,7.0,25475.0,2,5,4,254,11,High Spenders
29757,10339101.0,4.0,17299.0,3,4,2,342,9,Need Attention
29760,10659847.0,2.0,17734.0,4,3,3,433,10,Loyal Visitors
29761,,,26845.0,,,4,---,4,No Basket History
29762,8933219.0,2.0,49488.0,3,3,5,335,11,High Spenders
29763,8008858.0,3.0,44158.0,2,3,5,235,10,High Spenders
29764,,,20316.0,,,3,---,3,No Basket History
29766,11904854.0,1.0,19797.0,5,1,3,513,9,Promising
29767,,,25542.0,,,4,---,4,No Basket History
29768,4444565.0,4.0,18930.0,1,4,3,143,8,Need Attention
29770,,,11083.0,,,1,---,1,No Basket History
29771,9879772.0,5.0,13135.0,3,4,1,341,8,Need Attention
29772,5532160.0,2.0,15062.0,1,3,2,132,6,Hibernating
29773,7372732.0,2.0,25847.0,2,3,4,234,9,Need Attention
29774,10818460.0,5.0,24957.0,4,4,4,444,12,High Spenders
29775,,,39739.0,,,5,---,5,No Basket History
29776,418571.0,1.0,24395.0,1,1,4,114,6,Hibernating
29777,9772942.0,3.0,25545.0,3,3,4,334,10,High Spenders
29779,11105406.0,5.0,41143.0,4,4,5,445,13,Champions
29780,10458901.0,2.0,31522.0,4,3,4,434,11,High Spenders
29782,11262108.0,5.0,18288.0,4,4,3,443,11,Loyal Visitors
29783,5935050.0,4.0,41249.0,1,4,5,145,10,High Spenders
29784,12021733.0,2.0,16443.0,5,3,2,532,10,Loyal Visitors
29785,5722824.0,3.0,23600.0,1,3,4,134,8,Need Attention
29786,12186580.0,12.0,21948.0,5,5,3,553,13,Champions
29787,9797986.0,3.0,8327.0,3,3,1,331,7,Need Attention
29789,9145968.0,3.0,22616.0,3,3,3,333,9,Need Attention
29790,9790075.0,7.0,51891.0,3,5,5,355,13,Champions
29791,12064862.0,8.0,21430.0,5,5,3,553,13,Champions
29792,2716158.0,1.0,32901.0,1,1,5,115,7,At Risk
29794,11359212.0,3.0,12908.0,4,3,1,431,8,Promising
29795,10765700.0,4.0,23966.0,4,4,4,444,12,High Spenders
29796,,,13098.0,,,1,---,1,No Basket History
29797,10949296.0,7.0,41082.0,4,5,5,455,14,Champions
29799,9597656.0,2.0,24321.0,3,3,4,334,10,High Spenders
29801,,,28614.0,,,4,---,4,No Basket History
29802,9872396.0,2.0,40510.0,3,3,5,335,11,High Spenders
29805,8682636.0,7.0,23497.0,2,5,4,254,11,High Spenders
29806,2473128.0,1.0,11229.0,1,1,1,111,3,Hibernating
29807,8680867.0,2.0,15656.0,2,3,2,232,7,Need Attention
29808,8312861.0,2.0,16812.0,2,3,2,232,7,Need Attention
29809,7981668.0,7.0,17083.0,2,5,2,252,9,Need Attention
29810,,,18432.0,,,3,---,3,No Basket History
29811,,,28799.0,,,4,---,4,No Basket History
29812,11219457.0,7.0,79737.0,4,5,5,455,14,Champions
29814,,,14997.0,,,2,---,2,No Basket History
29817,7752291.0,4.0,17539.0,2,4,2,242,8,Need Attention
29818,11445341.0,7.0,15711.0,4,5,2,452,11,Loyal Visitors
29819,7638888.0,4.0,12924.0,2,4,1,241,7,Need Attention
29820,4327570.0,1.0,17685.0,1,1,3,113,5,Hibernating
29822,11376225.0,7.0,21734.0,4,5,3,453,12,Loyal Visitors
29823,8543150.0,1.0,16454.0,2,1,2,212,5,Hibernating
29824,2459237.0,3.0,21895.0,1,3,3,133,7,Need Attention
29825,1014009.0,1.0,16586.0,1,1,2,112,4,Hibernating
29826,5821941.0,1.0,4826.0,1,1,1,111,3,Hibernating
29827,12241647.0,2.0,14993.0,5,3,2,532,10,Loyal Visitors
29828,,,31948.0,,,4,---,4,No Basket History
29829,,,11034.0,,,1,---,1,No Basket History
29830,9452491.0,5.0,23136.0,3,4,4,344,11,High Spenders
29831,4180821.0,1.0,46471.0,1,1,5,115,7,At Risk
29833,3997013.0,1.0,11658.0,1,1,1,111,3,Hibernating
29834,10950893.0,3.0,19736.0,4,3,3,433,10,Loyal Visitors
29835,11953865.0,6.0,10075.0,5,5,1,551,11,Loyal Visitors
29836,11973277.0,2.0,23669.0,5,3,4,534,12,High Spenders
29837,5175726.0,1.0,32824.0,1,1,5,115,7,At Risk
29838,2084761.0,1.0,26732.0,1,1,4,114,6,Hibernating
29839,8243541.0,1.0,14225.0,2,1,2,212,5,Hibernating
29840,10918232.0,3.0,18005.0,4,3,3,433,10,Loyal Visitors
29841,8185639.0,1.0,15769.0,2,1,2,212,5,Hibernating
29842,9972335.0,9.0,8473.0,3,5,1,351,9,Need Attention
29843,11850353.0,8.0,18852.0,5,5,3,553,13,Champions
29845,12168618.0,7.0,20662.0,5,5,3,553,13,Champions
29847,11752141.0,9.0,45475.0,5,5,5,555,15,Champions
29848,7882111.0,1.0,19112.0,2,1,3,213,6,Hibernating
29849,10537142.0,1.0,21314.0,4,1,3,413,8,Promising
29850,9096458.0,6.0,21508.0,3,5,3,353,11,Loyal Visitors
29851,,,8242.0,,,1,---,1,No Basket History
29852,12211740.0,11.0,18248.0,5,5,3,553,13,Champions
29854,3348602.0,1.0,13502.0,1,1,2,112,4,Hibernating
29855,12209097.0,2.0,14700.0,5,3,2,532,10,Loyal Visitors
29856,10204303.0,5.0,9624.0,3,4,1,341,8,Need Attention
29857,9469679.0,3.0,41958.0,3,3,5,335,11,High Spenders
29858,10923194.0,5.0,25679.0,4,4,4,444,12,High Spenders
29859,7532053.0,1.0,16270.0,2,1,2,212,5,Hibernating
29860,2317688.0,1.0,31293.0,1,1,4,114,6,Hibernating
29865,5273294.0,1.0,19060.0,1,1,3,113,5,Hibernating
29866,7285602.0,4.0,38973.0,2,4,5,245,11,High Spenders
29869,9212330.0,4.0,46006.0,3,4,5,345,12,High Spenders
29872,11375668.0,1.0,20758.0,4,1,3,413,8,Promising
29874,4088415.0,3.0,37756.0,1,3,5,135,9,Need Attention
29875,10514363.0,7.0,9653.0,4,5,1,451,10,Loyal Visitors
29876,2406391.0,1.0,31831.0,1,1,4,114,6,Hibernating
