customer_id,recency_invoice,frequency,total_spending,R_score,F_score,M_score,RFM_code,RFM_total
30728,10320296.0,1.0,20451.0,3,1,3,313,7
30730,9594160.0,4.0,13247.0,3,4,1,341,8
30731,9294142.0,4.0,18269.0,3,4,3,343,10
30732,10134001.0,5.0,16425.0,3,4,2,342,9
30733,3212231.0,2.0,13386.0,1,3,2,132,6
30734,4913678.0,2.0,21707.0,1,3,3,133,7
30736,5740496.0,3.0,18221.0,1,3,3,133,7
30737,8843563.0,3.0,8112.0,3,3,1,331,7
30739,9658505.0,3.0,29821.0,3,3,4,334,10
30740,,,18103.0,,,3,---,3
30741,9129869.0,2.0,21413.0,3,3,3,333,9
30742,11158666.0,3.0,27137.0,4,3,4,434,11
30743,10559773.0,1.0,17866.0,4,1,3,413,8
30744,11785824.0,4.0,14224.0,5,4,2,542,11
30745,,,11498.0,,,1,---,1
30747,,,15932.0,,,2,---,2
30748,8999666.0,1.0,18398.0,3,1,3,313,7
30749,10908265.0,2.0,13637.0,4,3,2,432,9
30751,8970013.0,2.0,22262.0,3,3,3,333,9
30753,5838441.0,1.0,41851.0,1,1,5,115,7
30754,,,20747.0,,,3,---,3
30755,9823739.0,1.0,26884.0,3,1,4,314,8
30756,8004160.0,3.0,27452.0,2,3,4,234,9
30757,10972115.0,1.0,42881.0,4,1,5,415,10
30758,9750617.0,2.0,37891.0,3,3,5,335,11
30760,,,16357.0,,,2,---,2
30762,10598362.0,4.0,9929.0,4,4,1,441,9
30763,10487171.0,2.0,26639.0,4,3,4,434,11
30764,11217726.0,4.0,17317.0,4,4,2,442,10
30767,6285200.0,5.0,14954.0,2,4,2,242,8
30770,5506898.0,1.0,12128.0,1,1,1,111,3
30771,11403975.0,7.0,13684.0,4,5,2,452,11
30772,9709309.0,3.0,28180.0,3,3,4,334,10
30773,1842658.0,2.0,36424.0,1,3,5,135,9
30774,12004128.0,7.0,14441.0,5,5,2,552,12
30775,6687859.0,2.0,14622.0,2,3,2,232,7
30776,9745826.0,2.0,54359.0,3,3,5,335,11
30777,8484906.0,1.0,48695.0,2,1,5,215,8
30778,5453342.0,2.0,20350.0,1,3,3,133,7
30780,,,13508.0,,,2,---,2
30781,12113740.0,8.0,16844.0,5,5,2,552,12
30782,9114569.0,2.0,41870.0,3,3,5,335,11
30783,10493471.0,1.0,14569.0,4,1,2,412,7
30784,11636187.0,6.0,17100.0,5,5,2,552,12
30786,10074848.0,3.0,21328.0,3,3,3,333,9
30787,,,19350.0,,,3,---,3
30789,3172090.0,1.0,19022.0,1,1,3,113,5
30790,12145704.0,3.0,16667.0,5,3,2,532,10
30791,11852148.0,5.0,21681.0,5,4,3,543,12
30792,6098972.0,3.0,14403.0,2,3,2,232,7
30793,10123580.0,9.0,22149.0,3,5,3,353,11
30794,8900756.0,2.0,21709.0,3,3,3,333,9
30795,11082339.0,4.0,14115.0,4,4,2,442,10
30796,8180262.0,2.0,44009.0,2,3,5,235,10
30797,7099203.0,1.0,18819.0,2,1,3,213,6
30798,6670607.0,1.0,38326.0,2,1,5,215,8
30799,9117613.0,2.0,14125.0,3,3,2,332,8
30800,9777917.0,3.0,41074.0,3,3,5,335,11
30801,9331395.0,3.0,8088.0,3,3,1,331,7
30802,6549901.0,1.0,14371.0,2,1,2,212,5
30803,7587094.0,3.0,12494.0,2,3,1,231,6
30804,10386384.0,8.0,19572.0,3,5,3,353,11
30805,7880620.0,2.0,11370.0,2,3,1,231,6
30809,,,4526.0,,,1,---,1
30810,12114859.0,8.0,25056.0,5,5,4,554,14
30813,3218446.0,2.0,32767.0,1,3,5,135,9
30814,9570769.0,2.0,6308.0,3,3,1,331,7
30815,11861471.0,4.0,43334.0,5,4,5,545,14
30816,850206.0,1.0,14697.0,1,1,2,112,4
30817,9912212.0,9.0,8524.0,3,5,1,351,9
30818,10604235.0,10.0,16402.0,4,5,2,452,11
30820,11290317.0,9.0,14141.0,4,5,2,452,11
30821,10868743.0,9.0,16212.0,4,5,2,452,11
30822,1161603.0,1.0,27754.0,1,1,4,114,6
30823,10208579.0,2.0,18738.0,3,3,3,333,9
30825,,,17711.0,,,3,---,3
30827,7187598.0,3.0,9328.0,2,3,1,231,6
30829,8028545.0,2.0,11255.0,2,3,1,231,6
30830,9591074.0,9.0,18242.0,3,5,3,353,11
30831,7648431.0,3.0,38386.0,2,3,5,235,10
30832,,,7637.0,,,1,---,1
30833,6673534.0,6.0,27992.0,2,5,4,254,11
30834,11426292.0,1.0,17953.0,4,1,3,413,8
30835,7209655.0,3.0,54252.0,2,3,5,235,10
30836,7699927.0,1.0,52294.0,2,1,5,215,8
30837,10774854.0,8.0,22663.0,4,5,3,453,12
30838,4382053.0,3.0,86753.0,1,3,5,135,9
30839,10858207.0,4.0,11339.0,4,4,1,441,9
30840,11839468.0,1.0,12915.0,5,1,1,511,7
30841,10519612.0,12.0,50631.0,4,5,5,455,14
30842,,,29021.0,,,4,---,4
30843,9891198.0,3.0,44897.0,3,3,5,335,11
30844,11692560.0,2.0,5628.0,5,3,1,531,9
30845,3197635.0,1.0,6264.0,1,1,1,111,3
30846,10913964.0,4.0,29398.0,4,4,4,444,12
30847,,,24820.0,,,4,---,4
30848,10579959.0,1.0,36572.0,4,1,5,415,10
30849,10512314.0,2.0,32149.0,4,3,5,435,12
30850,10339076.0,1.0,33380.0,3,1,5,315,9
30852,11616812.0,7.0,14628.0,5,5,2,552,12
30853,10393322.0,5.0,26775.0,4,4,4,444,12
30854,,,15538.0,,,2,---,2
30855,,,21333.0,,,3,---,3
30856,8662529.0,5.0,35487.0,2,4,5,245,11
30858,7723509.0,10.0,38896.0,2,5,5,255,12
30859,,,27743.0,,,4,---,4
30860,11739140.0,5.0,15592.0,5,4,2,542,11
30861,10656959.0,2.0,38330.0,4,3,5,435,12
30862,11437370.0,11.0,24691.0,4,5,4,454,13
30864,11076417.0,7.0,20838.0,4,5,3,453,12
30865,,,11524.0,,,1,---,1
30869,3804739.0,1.0,14968.0,1,1,2,112,4
30870,11596829.0,3.0,12906.0,5,3,1,531,9
30872,10106713.0,1.0,16246.0,3,1,2,312,6
30873,8123869.0,2.0,29356.0,2,3,4,234,9
30874,1947334.0,1.0,17454.0,1,1,2,112,4
30875,4784443.0,1.0,30218.0,1,1,4,114,6
30877,11990056.0,4.0,35651.0,5,4,5,545,14
30878,10507692.0,2.0,8555.0,4,3,1,431,8
30880,11668599.0,4.0,17386.0,5,4,2,542,11
30881,7694670.0,7.0,21192.0,2,5,3,253,10
30882,9756555.0,2.0,19424.0,3,3,3,333,9
30884,9214288.0,2.0,15378.0,3,3,2,332,8
30885,6302327.0,2.0,34538.0,2,3,5,235,10
30886,5621430.0,3.0,21978.0,1,3,3,133,7
30887,10675600.0,8.0,7503.0,4,5,1,451,10
30888,7850999.0,1.0,14290.0,2,1,2,212,5
30889,8879567.0,3.0,24798.0,3,3,4,334,10
30890,7804069.0,4.0,17994.0,2,4,3,243,9
30891,6416243.0,1.0,14617.0,2,1,2,212,5
30892,,,18228.0,,,3,---,3
30893,9507930.0,6.0,15345.0,3,5,2,352,10
30895,11789763.0,9.0,31991.0,5,5,4,554,14
30896,5939197.0,1.0,20357.0,1,1,3,113,5
30897,7051391.0,5.0,21306.0,2,4,3,243,9
30898,11925359.0,9.0,17625.0,5,5,3,553,13
30899,11724566.0,7.0,5969.0,5,5,1,551,11
30900,2420483.0,1.0,26895.0,1,1,4,114,6
30901,,,22757.0,,,3,---,3
30904,2986840.0,1.0,10973.0,1,1,1,111,3
30905,10080400.0,2.0,28539.0,3,3,4,334,10
30906,10038248.0,5.0,11278.0,3,4,1,341,8
30907,10268788.0,6.0,11110.0,3,5,1,351,9
30908,10896525.0,1.0,20950.0,4,1,3,413,8
30909,5883503.0,5.0,9060.0,1,4,1,141,6
30910,5002140.0,2.0,7807.0,1,3,1,131,5
30911,11492932.0,3.0,38837.0,5,3,5,535,13
30912,,,18932.0,,,3,---,3
30913,11319698.0,9.0,19284.0,4,5,3,453,12
30914,8096392.0,1.0,52650.0,2,1,5,215,8
30915,10543216.0,1.0,17239.0,4,1,2,412,7
30916,3998016.0,1.0,17945.0,1,1,3,113,5
30917,11894700.0,5.0,29960.0,5,4,4,544,13
30918,,,28776.0,,,4,---,4
30919,8283829.0,3.0,13946.0,2,3,2,232,7
30920,11861172.0,6.0,11336.0,5,5,1,551,11
30921,11121977.0,3.0,6022.0,4,3,1,431,8
30922,9006472.0,2.0,17116.0,3,3,2,332,8
30925,10021117.0,6.0,15282.0,3,5,2,352,10
30926,11233198.0,7.0,23172.0,4,5,4,454,13
30927,4928829.0,1.0,20676.0,1,1,3,113,5
30928,5510853.0,1.0,13717.0,1,1,2,112,4
30929,11560653.0,4.0,49741.0,5,4,5,545,14
30930,,,11265.0,,,1,---,1
30931,9423893.0,5.0,27831.0,3,4,4,344,11
30932,9949379.0,1.0,18245.0,3,1,3,313,7
30933,10365935.0,2.0,13774.0,3,3,2,332,8
30935,,,52726.0,,,5,---,5
30937,8760946.0,7.0,12259.0,2,5,1,251,8
30939,11993859.0,1.0,16472.0,5,1,2,512,8
30940,10817673.0,3.0,31236.0,4,3,4,434,11
30941,9305537.0,1.0,11676.0,3,1,1,311,5
30942,1297668.0,1.0,24264.0,1,1,4,114,6
30943,912009.0,1.0,32161.0,1,1,5,115,7
30944,9722301.0,2.0,14284.0,3,3,2,332,8
30945,9615908.0,6.0,36045.0,3,5,5,355,13
30947,11101366.0,6.0,21669.0,4,5,3,453,12
30949,4741192.0,1.0,9788.0,1,1,1,111,3
30950,8504527.0,4.0,20594.0,2,4,3,243,9
30951,9920804.0,1.0,20522.0,3,1,3,313,7
30952,10054083.0,5.0,12866.0,3,4,1,341,8
30953,9892212.0,1.0,51274.0,3,1,5,315,9
30954,11739068.0,1.0,45370.0,5,1,5,515,11
30955,10222726.0,2.0,17257.0,3,3,2,332,8
30956,7705388.0,2.0,27432.0,2,3,4,234,9
30957,7619702.0,1.0,27488.0,2,1,4,214,7
30960,4847700.0,4.0,10492.0,1,4,1,141,6
30961,2486204.0,2.0,14087.0,1,3,2,132,6
30962,9604786.0,9.0,15361.0,3,5,2,352,10
30963,2480632.0,3.0,30642.0,1,3,4,134,8
30964,9601867.0,1.0,16716.0,3,1,2,312,6
30966,10433888.0,3.0,31361.0,4,3,4,434,11
30967,11356074.0,5.0,38113.0,4,4,5,445,13
30968,9971618.0,1.0,16107.0,3,1,2,312,6
30969,11688034.0,4.0,9266.0,5,4,1,541,10
30971,9716040.0,2.0,33597.0,3,3,5,335,11
30972,11135397.0,1.0,39598.0,4,1,5,415,10
30973,5675332.0,5.0,20170.0,1,4,3,143,8
30974,5717992.0,1.0,6838.0,1,1,1,111,3
30975,,,28959.0,,,4,---,4
30977,11634818.0,3.0,38749.0,5,3,5,535,13
30979,11621926.0,3.0,26185.0,5,3,4,534,12
30980,10369975.0,2.0,31249.0,3,3,4,334,10
30981,,,17700.0,,,3,---,3
30982,7721592.0,1.0,24391.0,2,1,4,214,7
30983,10344510.0,1.0,11376.0,3,1,1,311,5
30984,9413756.0,2.0,12484.0,3,3,1,331,7
30985,3088624.0,2.0,27352.0,1,3,4,134,8
30986,3760355.0,1.0,32026.0,1,1,4,114,6
30987,10122954.0,2.0,28215.0,3,3,4,334,10
30988,8285836.0,4.0,12512.0,2,4,1,241,7
30989,11702616.0,2.0,24958.0,5,3,4,534,12
30990,11831353.0,3.0,46154.0,5,3,5,535,13
30991,,,7562.0,,,1,---,1
30992,10961210.0,1.0,42177.0,4,1,5,415,10
30993,8503292.0,1.0,10161.0,2,1,1,211,4
30994,4942639.0,1.0,16546.0,1,1,2,112,4
30996,10290814.0,1.0,16306.0,3,1,2,312,6
30997,7864779.0,1.0,17044.0,2,1,2,212,5
31000,6049679.0,1.0,16132.0,1,1,2,112,4
31001,12173014.0,1.0,11202.0,5,1,1,511,7
31002,,,17575.0,,,2,---,2
31003,8094322.0,2.0,34861.0,2,3,5,235,10
31004,11621520.0,10.0,12001.0,5,5,1,551,11
31006,9607259.0,3.0,11335.0,3,3,1,331,7
31007,3317517.0,1.0,18563.0,1,1,3,113,5
31008,9472791.0,3.0,15335.0,3,3,2,332,8
31009,10869468.0,6.0,17813.0,4,5,3,453,12
31010,274953.0,1.0,20917.0,1,1,3,113,5
31012,10509372.0,2.0,48143.0,4,3,5,435,12
31014,,,20778.0,,,3,---,3
31015,6411058.0,1.0,39846.0,2,1,5,215,8
31016,,,17890.0,,,3,---,3
31017,10449246.0,5.0,21817.0,4,4,3,443,11
31018,11946600.0,3.0,10670.0,5,3,1,531,9
31019,11590510.0,2.0,15391.0,5,3,2,532,10
31020,11390324.0,6.0,5594.0,4,5,1,451,10
31021,9344751.0,1.0,10210.0,3,1,1,311,5
31022,10545861.0,6.0,22239.0,4,5,3,453,12
31023,,,33987.0,,,5,---,5
31026,2572078.0,1.0,35467.0,1,1,5,115,7
31027,,,13802.0,,,2,---,2
31028,9809343.0,6.0,28647.0,3,5,4,354,12
31029,,,24985.0,,,4,---,4
31030,11734011.0,5.0,74928.0,5,4,5,545,14
31031,11881061.0,2.0,25903.0,5,3,4,534,12
31032,11960425.0,3.0,7206.0,5,3,1,531,9
31033,12221027.0,6.0,11780.0,5,5,1,551,11
31034,9015821.0,5.0,30596.0,3,4,4,344,11
31035,9151461.0,1.0,7602.0,3,1,1,311,5
31036,3391047.0,4.0,18571.0,1,4,3,143,8
31037,6415748.0,2.0,12795.0,2,3,1,231,6
31038,11479531.0,9.0,62063.0,5,5,5,555,15
31039,10192192.0,5.0,15324.0,3,4,2,342,9
31040,11082735.0,3.0,14449.0,4,3,2,432,9
31042,4068972.0,1.0,10699.0,1,1,1,111,3
31044,10716042.0,3.0,22423.0,4,3,3,433,10
31047,9216552.0,6.0,16230.0,3,5,2,352,10
31048,957647.0,1.0,12874.0,1,1,1,111,3
31049,10980533.0,7.0,32793.0,4,5,5,455,14
31054,,,39047.0,,,5,---,5
31056,4740952.0,2.0,24879.0,1,3,4,134,8
31057,8360212.0,8.0,11616.0,2,5,1,251,8
31058,12198522.0,4.0,23286.0,5,4,4,544,13
31059,,,18048.0,,,3,---,3
31060,,,19046.0,,,3,---,3
31061,8701483.0,3.0,10370.0,2,3,1,231,6
31062,11599212.0,9.0,9371.0,5,5,1,551,11
31063,,,13407.0,,,2,---,2
31064,,,10024.0,,,1,---,1
31065,11670903.0,2.0,28343.0,5,3,4,534,12
31066,3422954.0,2.0,31595.0,1,3,4,134,8
31067,11470483.0,1.0,48721.0,5,1,5,515,11
31068,3615743.0,2.0,22655.0,1,3,3,133,7
31069,10953980.0,3.0,20154.0,4,3,3,433,10
31070,11918740.0,4.0,21332.0,5,4,3,543,12
31071,10953127.0,3.0,12297.0,4,3,1,431,8
31072,10439602.0,7.0,21655.0,4,5,3,453,12
31073,11441851.0,4.0,12264.0,4,4,1,441,9
31074,12098522.0,3.0,31226.0,5,3,4,534,12
31075,11336416.0,9.0,13307.0,4,5,1,451,10
31077,,,17323.0,,,2,---,2
31078,11728648.0,6.0,16205.0,5,5,2,552,12
31079,12150128.0,4.0,22525.0,5,4,3,543,12
31080,2182623.0,1.0,43874.0,1,1,5,115,7
31081,,,28282.0,,,4,---,4
31082,9873080.0,4.0,8561.0,3,4,1,341,8
31083,6153480.0,1.0,6659.0,2,1,1,211,4
31084,5056840.0,1.0,15532.0,1,1,2,112,4
31085,11545281.0,1.0,21534.0,5,1,3,513,9
31086,3054477.0,2.0,14028.0,1,3,2,132,6
31087,,,19166.0,,,3,---,3
31088,10349514.0,3.0,8333.0,3,3,1,331,7
31089,7829829.0,4.0,20436.0,2,4,3,243,9
31090,11390381.0,2.0,19739.0,4,3,3,433,10
31091,9903532.0,4.0,12974.0,3,4,1,341,8
31092,9153129.0,1.0,16933.0,3,1,2,312,6
31093,,,34429.0,,,5,---,5
31096,9456804.0,6.0,16892.0,3,5,2,352,10
31097,6865124.0,1.0,31469.0,2,1,4,214,7
31098,9062931.0,3.0,28441.0,3,3,4,334,10
31099,11557231.0,5.0,24978.0,5,4,4,544,13
31100,6764624.0,1.0,7745.0,2,1,1,211,4
31101,9366334.0,1.0,29233.0,3,1,4,314,8
31102,,,7531.0,,,1,---,1
31103,9666950.0,2.0,24115.0,3,3,4,334,10
31104,12155873.0,4.0,12667.0,5,4,1,541,10
31105,12026373.0,1.0,27198.0,5,1,4,514,10
31107,,,33225.0,,,5,---,5
31108,9742455.0,4.0,25600.0,3,4,4,344,11
31109,11515284.0,1.0,12817.0,5,1,1,511,7
31110,2121038.0,1.0,12223.0,1,1,1,111,3
31111,7063230.0,2.0,20963.0,2,3,3,233,8
31112,10539460.0,3.0,28321.0,4,3,4,434,11
31113,,,16282.0,,,2,---,2
31114,,,16892.0,,,2,---,2
31115,,,26288.0,,,4,---,4
31116,11552018.0,4.0,13821.0,5,4,2,542,11
31117,7826587.0,3.0,29397.0,2,3,4,234,9
31118,9271542.0,2.0,11266.0,3,3,1,331,7
31119,1438293.0,1.0,14408.0,1,1,2,112,4
31121,12224516.0,10.0,32628.0,5,5,5,555,15
31122,7011220.0,2.0,14279.0,2,3,2,232,7
31123,2708419.0,1.0,12343.0,1,1,1,111,3
31125,,,17178.0,,,2,---,2
31126,11906290.0,5.0,19547.0,5,4,3,543,12
31127,7157619.0,4.0,22127.0,2,4,3,243,9
31128,,,20451.0,,,3,---,3
31129,3747102.0,1.0,20712.0,1,1,3,113,5
31131,,,45193.0,,,5,---,5
31132,12168899.0,1.0,3993.0,5,1,1,511,7
31133,935956.0,1.0,54502.0,1,1,5,115,7
31136,10372071.0,14.0,10284.0,3,5,1,351,9
31137,7188651.0,5.0,28471.0,2,4,4,244,10
31138,12175826.0,3.0,25399.0,5,3,4,534,12
31139,8834049.0,2.0,15046.0,3,3,2,332,8
31140,,,15132.0,,,2,---,2
31141,374576.0,1.0,12385.0,1,1,1,111,3
31142,10786388.0,4.0,36948.0,4,4,5,445,13
31144,6412718.0,4.0,14524.0,2,4,2,242,8
31145,10755820.0,6.0,24399.0,4,5,4,454,13
31146,,,7032.0,,,1,---,1
31147,12056899.0,5.0,13062.0,5,4,1,541,10
31148,3710987.0,2.0,43178.0,1,3,5,135,9
31150,,,10986.0,,,1,---,1
31151,12053675.0,3.0,19877.0,5,3,3,533,11
31152,12197114.0,4.0,22627.0,5,4,3,543,12
31153,3527430.0,1.0,6697.0,1,1,1,111,3
31154,12134007.0,9.0,21803.0,5,5,3,553,13
31155,884452.0,1.0,19908.0,1,1,3,113,5
31157,1332971.0,1.0,10366.0,1,1,1,111,3
31158,9248949.0,3.0,32085.0,3,3,5,335,11
31159,,,25177.0,,,4,---,4
31160,12140059.0,14.0,15297.0,5,5,2,552,12
31161,10263938.0,9.0,39466.0,3,5,5,355,13
31162,1510000.0,1.0,26402.0,1,1,4,114,6
31163,2751824.0,1.0,24116.0,1,1,4,114,6
31164,10783412.0,8.0,12446.0,4,5,1,451,10
31165,9871792.0,2.0,48159.0,3,3,5,335,11
31166,10725894.0,2.0,26622.0,4,3,4,434,11
31167,11425462.0,2.0,16900.0,4,3,2,432,9
31168,12120022.0,2.0,12390.0,5,3,1,531,9
31169,,,13779.0,,,2,---,2
31170,5019257.0,1.0,11523.0,1,1,1,111,3
31172,,,17974.0,,,3,---,3
31173,575123.0,1.0,7128.0,1,1,1,111,3
31174,11235076.0,3.0,32562.0,4,3,5,435,12
31175,5427495.0,3.0,43860.0,1,3,5,135,9
31176,,,32898.0,,,5,---,5
31177,12195316.0,2.0,12371.0,5,3,1,531,9
31178,10192968.0,5.0,18834.0,3,4,3,343,10
31179,,,14864.0,,,2,---,2
31180,11989432.0,5.0,57116.0,5,4,5,545,14
31181,7103366.0,3.0,13110.0,2,3,1,231,6
31183,9432855.0,2.0,14103.0,3,3,2,332,8
31184,9323855.0,3.0,35997.0,3,3,5,335,11
31185,5071679.0,2.0,18172.0,1,3,3,133,7
31186,10906872.0,5.0,16480.0,4,4,2,442,10
31188,8359679.0,1.0,20382.0,2,1,3,213,6
31189,9290952.0,2.0,20617.0,3,3,3,333,9
31190,9897184.0,4.0,23396.0,3,4,4,344,11
31191,9965380.0,1.0,11953.0,3,1,1,311,5
31193,6769789.0,2.0,36795.0,2,3,5,235,10
31195,6195316.0,2.0,19103.0,2,3,3,233,8
31196,9325286.0,6.0,28777.0,3,5,4,354,12
31197,6954294.0,6.0,12824.0,2,5,1,251,8
31198,9462977.0,3.0,38328.0,3,3,5,335,11
31199,10437772.0,4.0,19136.0,4,4,3,443,11
31200,8453872.0,2.0,13055.0,2,3,1,231,6
31201,8992278.0,1.0,29968.0,3,1,4,314,8
31202,9173490.0,2.0,18909.0,3,3,3,333,9
31203,7464793.0,3.0,19050.0,2,3,3,233,8
31204,5992476.0,2.0,66189.0,1,3,5,135,9
31205,5850205.0,3.0,19852.0,1,3,3,133,7
31206,10976799.0,2.0,18368.0,4,3,3,433,10
31207,,,13791.0,,,2,---,2
31208,6762074.0,1.0,7263.0,2,1,1,211,4
31209,11830751.0,6.0,26027.0,5,5,4,554,14
31210,10283305.0,4.0,9496.0,3,4,1,341,8
31211,9779530.0,3.0,35280.0,3,3,5,335,11
31212,3548489.0,1.0,14824.0,1,1,2,112,4
31213,4451756.0,4.0,20517.0,1,4,3,143,8
31214,11840836.0,6.0,42542.0,5,5,5,555,15
31215,8171193.0,3.0,17196.0,2,3,2,232,7
31216,10950345.0,4.0,19445.0,4,4,3,443,11
31217,11919784.0,5.0,15007.0,5,4,2,542,11
31218,4113081.0,1.0,58313.0,1,1,5,115,7
31219,12088420.0,13.0,48348.0,5,5,5,555,15
31220,8884497.0,6.0,16355.0,3,5,2,352,10
31222,12193820.0,3.0,23516.0,5,3,4,534,12
31223,8837268.0,5.0,14227.0,3,4,2,342,9
31224,2049346.0,1.0,18819.0,1,1,3,113,5
31225,8613349.0,1.0,22310.0,2,1,3,213,6
31226,12239118.0,9.0,11311.0,5,5,1,551,11
31227,,,32674.0,,,5,---,5
31228,11149390.0,7.0,36424.0,4,5,5,455,14
31229,5254864.0,1.0,70195.0,1,1,5,115,7
31230,4612378.0,1.0,22370.0,1,1,3,113,5
31231,8958681.0,2.0,11830.0,3,3,1,331,7
31233,8513775.0,6.0,24552.0,2,5,4,254,11
31235,11668768.0,3.0,24058.0,5,3,4,534,12
31237,4707081.0,1.0,31701.0,1,1,4,114,6
31239,,,6856.0,,,1,---,1
31240,1303566.0,1.0,10467.0,1,1,1,111,3
31241,9320557.0,4.0,25596.0,3,4,4,344,11
31242,9514257.0,4.0,28325.0,3,4,4,344,11
31243,8344326.0,3.0,51473.0,2,3,5,235,10
31244,11373249.0,4.0,27790.0,4,4,4,444,12
31245,,,13966.0,,,2,---,2
31246,11175697.0,2.0,18826.0,4,3,3,433,10
31247,7176296.0,3.0,17808.0,2,3,3,233,8
31248,3926911.0,1.0,17948.0,1,1,3,113,5
31249,,,6415.0,,,1,---,1
31251,10578369.0,6.0,13302.0,4,5,1,451,10
31253,10140686.0,3.0,19742.0,3,3,3,333,9
31254,9515848.0,1.0,9464.0,3,1,1,311,5
31255,,,18965.0,,,3,---,3
31256,,,11112.0,,,1,---,1
31257,10290484.0,1.0,22213.0,3,1,3,313,7
31258,11000346.0,5.0,30924.0,4,4,4,444,12
31260,8573104.0,1.0,16267.0,2,1,2,212,5
31261,11455562.0,1.0,34307.0,4,1,5,415,10
31262,11616590.0,2.0,13714.0,5,3,2,532,10
31264,6369556.0,2.0,9476.0,2,3,1,231,6
31265,8181718.0,2.0,11354.0,2,3,1,231,6
31266,2594601.0,1.0,31127.0,1,1,4,114,6
31267,12229620.0,10.0,10163.0,5,5,1,551,11
31268,11264672.0,3.0,15948.0,4,3,2,432,9
31269,11508216.0,2.0,7705.0,5,3,1,531,9
31270,11255454.0,2.0,21378.0,4,3,3,433,10
31271,3796782.0,2.0,15399.0,1,3,2,132,6
31272,3094696.0,2.0,23072.0,1,3,3,133,7
31273,9729305.0,7.0,14806.0,3,5,2,352,10
31274,10965482.0,5.0,8208.0,4,4,1,441,9
31275,11168359.0,6.0,21983.0,4,5,3,453,12
31276,6832860.0,7.0,18240.0,2,5,3,253,10
31277,9722653.0,8.0,17871.0,3,5,3,353,11
31278,10171632.0,17.0,22373.0,3,5,3,353,11
31279,8677110.0,2.0,21712.0,2,3,3,233,8
31280,12120221.0,8.0,42187.0,5,5,5,555,15
31281,11351286.0,8.0,26847.0,4,5,4,454,13
31283,8101320.0,6.0,19090.0,2,5,3,253,10
31284,10790810.0,5.0,22332.0,4,4,3,443,11
31285,5887890.0,1.0,23497.0,1,1,4,114,6
31286,9868058.0,4.0,41689.0,3,4,5,345,12
31287,10816114.0,9.0,36339.0,4,5,5,455,14
31288,7674448.0,3.0,51603.0,2,3,5,235,10
31290,9631983.0,3.0,17922.0,3,3,3,333,9
31291,10387523.0,2.0,39402.0,3,3,5,335,11
31292,3207946.0,1.0,18016.0,1,1,3,113,5
31294,11310085.0,4.0,29109.0,4,4,4,444,12
31295,9364639.0,8.0,23688.0,3,5,4,354,12
31296,12000209.0,1.0,22979.0,5,1,3,513,9
31297,8044354.0,6.0,29070.0,2,5,4,254,11
31298,7699975.0,3.0,24810.0,2,3,4,234,9
31299,6044084.0,1.0,5854.0,1,1,1,111,3
31300,8016713.0,2.0,23329.0,2,3,4,234,9
31301,12220967.0,3.0,26736.0,5,3,4,534,12
31303,12043081.0,15.0,20546.0,5,5,3,553,13
31304,9724307.0,2.0,16911.0,3,3,2,332,8
31305,11206413.0,1.0,10884.0,4,1,1,411,6
31307,4343930.0,1.0,12541.0,1,1,1,111,3
31309,11896773.0,2.0,15110.0,5,3,2,532,10
31310,9084763.0,5.0,26588.0,3,4,4,344,11
31312,8662201.0,2.0,22715.0,2,3,3,233,8
31313,11451848.0,6.0,29330.0,4,5,4,454,13
31314,10117561.0,4.0,13575.0,3,4,2,342,9
31317,11647417.0,3.0,24006.0,5,3,4,534,12
31318,,,9491.0,,,1,---,1
31320,,,13906.0,,,2,---,2
31321,8803262.0,4.0,33660.0,3,4,5,345,12
31322,8468095.0,5.0,50385.0,2,4,5,245,11
31323,3183050.0,3.0,34597.0,1,3,5,135,9
31324,8331951.0,2.0,21400.0,2,3,3,233,8
31325,,,15254.0,,,2,---,2
31326,11551204.0,3.0,15483.0,5,3,2,532,10
31327,,,26334.0,,,4,---,4
31328,5181112.0,2.0,8829.0,1,3,1,131,5
31329,8204720.0,3.0,11968.0,2,3,1,231,6
31330,11457805.0,9.0,14693.0,5,5,2,552,12
31332,6139807.0,1.0,16754.0,2,1,2,212,5
31333,4236706.0,2.0,40017.0,1,3,5,135,9
31334,9481685.0,3.0,13837.0,3,3,2,332,8
31335,,,25012.0,,,4,---,4
31336,756421.0,1.0,13059.0,1,1,1,111,3
31339,11055228.0,11.0,14116.0,4,5,2,452,11
31341,5038456.0,1.0,47087.0,1,1,5,115,7
31342,12146182.0,12.0,7410.0,5,5,1,551,11
31344,8950246.0,1.0,41387.0,3,1,5,315,9
31345,10794715.0,3.0,15923.0,4,3,2,432,9
31346,11619166.0,2.0,12689.0,5,3,1,531,9
31347,9111562.0,3.0,25889.0,3,3,4,334,10
31348,10459000.0,3.0,6688.0,4,3,1,431,8
31349,7391828.0,5.0,18238.0,2,4,3,243,9
31350,,,19751.0,,,3,---,3
31352,2465028.0,2.0,6566.0,1,3,1,131,5
31353,10547577.0,1.0,64751.0,4,1,5,415,10
31355,8566117.0,6.0,3984.0,2,5,1,251,8
31356,12161652.0,3.0,16331.0,5,3,2,532,10
31357,7369825.0,3.0,14878.0,2,3,2,232,7
31359,9733392.0,3.0,8818.0,3,3,1,331,7
31360,1386091.0,2.0,14441.0,1,3,2,132,6
31362,10772218.0,5.0,16101.0,4,4,2,442,10
